Amount.Requested,Loan.Amount,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.,Employment.Length,Intercept
29100,20000,18,60,debt_consolidation,0.16,MD,MORTGAGE,7000,705,6,20642,2,10+ years,1
68581,5500,11,36,credit_card,0.32,PA,OWN,1666.67,690,7,8826,0,3 years,1
97449,35000,22,60,debt_consolidation,0.19,FL,OWN,9583.33,660,9,14184,1,n/a,1
78139,35000,22,60,credit_card,0.15,NY,RENT,9166.67,695,12,37424,0,3 years,1
74944,20950,21,60,debt_consolidation,0.28,NY,MORTGAGE,4500,675,15,24210,1,6 years,1
19701,1500,10,36,other,0.17,AZ,MORTGAGE,7725,695,14,30626,0,6 years,1
52814,12000,20,36,debt_consolidation,0.15,KY,RENT,4458.33,660,8,13935,1,4 years,1
66454,10000,14,36,debt_consolidation,0.13,CA,MORTGAGE,3625,690,10,8464,2,< 1 year,1
60768,9750,18,36,debt_consolidation,0.12,TX,OWN,2666.67,660,7,8172,0,3 years,1
29410,5600,7,36,debt_consolidation,0.25,WA,RENT,2583,740,6,2454,1,2 years,1
44334,11200,13,60,debt_consolidation,0.12,CA,MORTGAGE,3333.33,720,8,8747,0,10+ years,1
20640,4000,13,36,small_business,0.08,PA,RENT,1750,670,7,7178,3,< 1 year,1
45821,7000,9,36,small_business,0.16,PA,MORTGAGE,4700,700,12,7012,0,1 year,1
91412,18000,6,36,debt_consolidation,0.11,CA,MORTGAGE,7916.67,735,13,14007,2,7 years,1
17850,5000,13,36,debt_consolidation,0.13,CA,RENT,2000,695,9,1753,0,2 years,1
15285,10000,9,36,small_business,0.06,VA,RENT,4000,705,7,8528,0,< 1 year,1
26894,9800,20,60,debt_consolidation,0.15,RI,MORTGAGE,5340.25,665,8,5350,1,2 years,1
98259,20000,12,36,credit_card,0.2,UT,MORTGAGE,6750,685,14,21637,0,5 years,1
102079,5100,18,36,debt_consolidation,0.26,NJ,RENT,3000,640,14,5004,6,< 1 year,1
60684,8875,11,36,debt_consolidation,0.32,TX,RENT,2160,700,19,17422,0,10+ years,1
27607,4400,6,36,major_purchase,0.18,PA,OWN,4000,765,6,9945,1,5 years,1
38688,35000,12,60,small_business,0.08,CA,MORTGAGE,7500,745,6,5660,0,3 years,1
72991,3000,18,36,credit_card,0.16,NJ,OWN,2916.67,660,9,6403,0,< 1 year,1
36061,4800,12,36,moving,0.05,NY,RENT,3500,690,8,5093,0,5 years,1
40081,5375,12,36,debt_consolidation,0.29,KY,MORTGAGE,2166.67,720,5,15475,1,8 years,1
30824,14000,12,60,debt_consolidation,0.2,TX,MORTGAGE,6333.33,705,12,32213,0,< 1 year,1
14118,19800,13,36,credit_card,0.2,MO,MORTGAGE,6666.67,730,8,31220,0,< 1 year,1
57483,13025,13,36,credit_card,0.08,UT,MORTGAGE,4333.33,675,6,13029,0,10+ years,1
74764,18000,18,36,debt_consolidation,0.21,CA,RENT,9333.33,675,12,37526,1,6 years,1
1670,2500,8,36,major_purchase,0.18,OR,MORTGAGE,3666.67,785,6,406,0,10+ years,1
15094,5000,7,36,debt_consolidation,0.11,CT,OWN,4166.67,755,6,16666,1,5 years,1
63651,4500,11,36,credit_card,0.1,CT,RENT,2916.67,685,13,4265,0,4 years,1
72750,15000,9,36,debt_consolidation,0.09,MO,RENT,7500,740,8,8343,1,< 1 year,1
85468,35000,20,60,debt_consolidation,0.12,TX,MORTGAGE,18750,715,14,41707,2,1 year,1
31815,4500,8,36,credit_card,0.03,TX,RENT,2166.67,795,2,527,1,3 years,1
75818,4500,17,36,debt_consolidation,0.17,PA,RENT,4666.67,675,24,893,1,3 years,1
14231,1450,8,36,other,0.22,MA,RENT,833.33,740,9,709,0,n/a,1
4537,6000,15,36,small_business,0.12,TX,RENT,7083.33,760,7,5341,0,2 years,1
16023,4500,7,36,medical,0.16,NC,MORTGAGE,3250,725,16,6049,0,10+ years,1
36134,14000,7,36,debt_consolidation,0.2,TX,RENT,4583.33,750,15,15890,1,10+ years,1
87110,15000,6,36,debt_consolidation,0.09,MA,MORTGAGE,12000,800,17,13151,0,2 years,1
28467,22000,11,60,debt_consolidation,0.16,TX,MORTGAGE,5243.75,760,18,14115,0,2 years,1
928,10000,11,36,credit_card,0.11,GA,MORTGAGE,6666.67,695,8,43712,0,4 years,1
84897,35000,20,36,debt_consolidation,0.21,TX,MORTGAGE,12333.33,700,23,36870,0,10+ years,1
63224,10000,20,36,debt_consolidation,0.19,TX,RENT,5250,685,25,3802,1,3 years,1
103951,6000,14,60,medical,0.24,CA,RENT,2400,695,11,6069,4,9 years,1
72766,10000,16,36,debt_consolidation,0.13,AK,MORTGAGE,4458.33,675,7,6413,1,< 1 year,1
4843,10000,9,36,debt_consolidation,0.14,CO,RENT,3125,785,5,417,2,1 year,1
101907,12000,13,36,debt_consolidation,0.13,CA,RENT,3000,660,15,8480,4,6 years,1
40756,9600,15,36,credit_card,0.02,CA,RENT,5833.33,675,7,5879,1,7 years,1
27030,17800,22,60,debt_consolidation,0.06,NC,RENT,7000,660,9,6708,0,6 years,1
69983,2000,8,36,major_purchase,0.25,TX,MORTGAGE,4333.33,765,10,2792,4,10+ years,1
100440,18825,21,60,debt_consolidation,0.19,CT,RENT,4583.33,680,8,17292,2,10+ years,1
21657,3000,13,36,house,0.12,NV,RENT,2571.42,705,2,0,3,6 years,1
78336,2000,13,36,debt_consolidation,0.19,KY,RENT,2916.67,670,7,4376,0,10+ years,1
83749,9000,18,36,debt_consolidation,0.14,CA,RENT,4583.33,670,14,21175,1,5 years,1
96051,5750,13,36,credit_card,0.24,NY,RENT,1675,705,18,8035,0,4 years,1
55598,21725,19,60,debt_consolidation,0.22,LA,OWN,3629.58,675,7,19685,0,10+ years,1
92347,20000,8,36,debt_consolidation,0.33,NY,RENT,8666.67,725,9,33067,0,3 years,1
34650,15350,13,60,debt_consolidation,0.29,WA,MORTGAGE,3200,730,6,9946,1,10+ years,1
63101,8400,14,36,debt_consolidation,0.12,CA,RENT,3333.33,670,11,2060,0,< 1 year,1
29797,4500,7,36,credit_card,0.28,OR,RENT,2700,720,13,9341,0,4 years,1
58924,9950,15,36,wedding,0.08,CA,RENT,2833.33,675,7,4904,2,n/a,1
42772,15000,8,36,debt_consolidation,0.21,IL,MORTGAGE,2583.33,725,10,9608,0,3 years,1
8626,10000,11,36,other,0.19,VA,MORTGAGE,9150,705,16,43256,2,10+ years,1
20234,12000,18,60,car,0.12,CA,RENT,5600,660,7,2409,1,3 years,1
1677,8000,12,36,other,0.13,GA,MORTGAGE,12500,695,10,93265,1,10+ years,1
35161,3000,6,36,debt_consolidation,0.11,NY,MORTGAGE,7500,765,13,10585,0,n/a,1
64339,15000,14,36,debt_consolidation,0.27,TX,MORTGAGE,7500,680,13,27872,0,10+ years,1
100635,12700,18,36,debt_consolidation,0.24,AL,MORTGAGE,3333.33,685,14,9655,3,n/a,1
23566,16000,11,60,debt_consolidation,0.1,MO,RENT,2958.33,765,6,8943,2,< 1 year,1
60832,7200,8,36,debt_consolidation,0.22,TX,RENT,4300,710,7,33189,0,10+ years,1
29595,30000,20,60,debt_consolidation,0.1,VA,MORTGAGE,12500,695,10,43491,3,5 years,1
48620,20125,15,36,debt_consolidation,0.18,FL,MORTGAGE,10353.33,695,11,23698,1,7 years,1
40753,12000,15,36,credit_card,0.16,PA,OWN,2516.67,670,9,2174,2,5 years,1
9820,5000,11,60,home_improvement,0.11,CA,MORTGAGE,5200,745,6,1941,1,5 years,1
7606,8000,11,36,other,0.05,CA,MORTGAGE,13389.15,705,6,7351,1,3 years,1
32191,3600,7,36,credit_card,0.09,TX,RENT,2000,735,17,1710,0,1 year,1
3414,8800,10,36,wedding,0.05,GA,MORTGAGE,5479,755,5,6055,0,6 years,1
51742,18000,19,60,debt_consolidation,0.21,CA,RENT,6867.92,690,13,19446,0,10+ years,1
98167,20000,24,60,debt_consolidation,0.19,VA,MORTGAGE,6266.67,660,25,10784,3,10+ years,1
31654,4350,6,36,house,0.03,CA,OWN,2600,780,5,866,0,< 1 year,1
26652,12000,11,60,home_improvement,0.04,NY,MORTGAGE,3416.67,735,10,6935,0,< 1 year,1
54076,5400,14,36,debt_consolidation,0.15,CA,RENT,1666.67,680,6,2533,0,4 years,1
19695,12000,13,60,debt_consolidation,0.23,NY,RENT,5000,700,19,9002,0,n/a,1
62644,12000,18,36,debt_consolidation,0.24,MI,OWN,3333.33,665,12,16984,0,10+ years,1
53454,6700,8,36,credit_card,0.22,KS,RENT,2708.33,705,10,6627,0,2 years,1
40692,3750,12,36,debt_consolidation,0.17,CA,RENT,1650,675,6,8101,0,4 years,1
55177,8000,14,36,other,0.24,NJ,RENT,2791.67,685,5,27151,0,< 1 year,1
24187,4500,11,36,other,0.09,CA,RENT,3500,695,5,7247,0,2 years,1
20979,6000,17,60,small_business,0.07,FL,MORTGAGE,2500,660,5,5087,0,8 years,1
81254,19400,23,60,credit_card,0.09,NC,MORTGAGE,6000,660,5,28921,0,10+ years,1
13413,25000,18,60,small_business,0.2,CA,RENT,5416.67,690,13,24810,0,10+ years,1
34871,8800,14,36,debt_consolidation,0.1,IL,RENT,3833.33,695,4,8130,1,4 years,1
44681,4800,14,36,medical,0.07,OH,RENT,5833.33,680,9,170,2,1 year,1
73773,5175,18,36,credit_card,0.23,NY,RENT,1500,660,9,8577,1,5 years,1
12248,10000,11,60,home_improvement,0.04,MD,MORTGAGE,8750,795,7,0,1,2 years,1
83704,12000,11,36,other,0.08,VA,RENT,6666.67,720,11,4428,2,9 years,1
43610,5000,8,36,other,0.11,FL,RENT,1666.67,750,4,7968,0,10+ years,1
43017,33600,17,60,debt_consolidation,0.15,NY,RENT,5416.67,730,5,20514,1,8 years,1
80198,10000,13,36,debt_consolidation,0.29,TX,MORTGAGE,8750,700,13,11125,2,< 1 year,1
91989,12000,16,36,other,0.14,AZ,MORTGAGE,8541.67,695,5,5890,3,10+ years,1
87119,4000,14,36,renewable_energy,0.23,MD,RENT,1666.67,665,7,278,0,3 years,1
66132,20000,16,36,credit_card,0.13,CT,RENT,5000,690,10,17981,1,3 years,1
73203,12000,14,36,debt_consolidation,0.19,CA,RENT,6166.67,675,13,6499,0,6 years,1
76842,17500,21,60,home_improvement,0.02,NY,RENT,4166.67,685,7,3377,3,10+ years,1
41741,10000,12,36,credit_card,0.21,FL,OWN,3333.33,690,8,7579,0,1 year,1
8127,3000,14,36,moving,0.1,MA,RENT,9166.67,665,15,22698,2,6 years,1
4750,5600,9,36,credit_card,0.08,NJ,MORTGAGE,3250,735,9,2639,1,5 years,1
93711,10000,16,36,debt_consolidation,0.13,AZ,RENT,5000,670,16,11286,1,< 1 year,1
28368,5000,8,36,debt_consolidation,0.23,WA,MORTGAGE,3000,720,9,3388,2,10+ years,1
66425,16000,21,60,small_business,0.26,NY,MORTGAGE,5000,670,14,10881,0,5 years,1
13652,4800,11,36,other,0.23,MA,RENT,1750,710,6,11234,0,5 years,1
66166,24925,19,60,debt_consolidation,0.09,AK,MORTGAGE,5250,710,7,15288,0,10+ years,1
73128,4825,12,36,debt_consolidation,0.05,CT,MORTGAGE,5416.67,680,8,6883,0,8 years,1
42032,18750,18,60,debt_consolidation,0.13,CO,MORTGAGE,4833.33,675,13,11232,2,10+ years,1
101034,5000,15,36,home_improvement,0.21,CT,MORTGAGE,4166.67,675,18,12929,3,10+ years,1
102595,7500,13,36,other,0.01,CT,MORTGAGE,8750,675,3,3607,4,6 years,1
12429,10000,17,60,debt_consolidation,0.13,MA,RENT,4417,680,9,6630,2,3 years,1
36084,5300,8,36,debt_consolidation,0.1,TX,RENT,1945,760,3,5360,0,8 years,1
3219,5000,10,36,educational,0.12,AZ,MORTGAGE,9166.67,730,16,23658,2,10+ years,1
15120,25000,13,60,debt_consolidation,0.2,TX,MORTGAGE,6666.67,735,11,33084,0,10+ years,1
3246,9250,12,36,debt_consolidation,0.16,OH,MORTGAGE,5416.67,745,14,10111,6,6 years,1
14851,19000,11,60,home_improvement,0.06,MD,MORTGAGE,7500,775,12,1142,1,8 years,1
45929,2000,6,36,debt_consolidation,0.08,NY,RENT,5833.33,750,7,2031,0,< 1 year,1
62740,7200,20,60,other,0.15,NJ,RENT,5166.67,670,10,14585,3,3 years,1
70648,8000,14,36,debt_consolidation,0.2,CO,MORTGAGE,5292,695,13,8903,1,n/a,1
33500,13000,12,36,debt_consolidation,0.16,NJ,RENT,6932.92,685,21,27852,0,9 years,1
55755,8000,16,36,wedding,0.03,CT,MORTGAGE,4250,670,5,4454,2,10+ years,1
3158,14000,10,36,debt_consolidation,0.13,CA,MORTGAGE,9083.33,760,21,46017,3,10+ years,1
40127,1400,13,36,other,0.06,NJ,OWN,4583.33,700,3,1029,0,1 year,1
77444,9500,9,36,debt_consolidation,0.28,CO,OWN,5000,735,4,18393,1,6 years,1
74186,12700,11,36,debt_consolidation,0.11,NJ,OWN,3333.33,705,6,8948,0,< 1 year,1
45644,10000,10,36,debt_consolidation,0.18,NJ,RENT,2916.67,725,6,5670,1,10+ years,1
2868,6000,12,36,major_purchase,0.12,PA,RENT,2917,735,4,1003,2,1 year,1
28280,5200,14,36,debt_consolidation,0.23,CA,MORTGAGE,5000,680,17,28118,2,5 years,1
50921,9000,16,36,debt_consolidation,0.11,MO,RENT,3750,675,7,6599,1,10+ years,1
2425,12000,15,36,debt_consolidation,0.05,NY,RENT,4500,695,3,7956,0,10+ years,1
1337,6600,9,36,other,0.02,FL,OWN,2667,740,16,4889,1,< 1 year,1
56391,10000,14,36,debt_consolidation,0.09,NJ,MORTGAGE,6458.33,670,13,7200,0,9 years,1
27919,1800,11,36,debt_consolidation,0.17,WY,MORTGAGE,4250,695,11,26267,0,10+ years,1
78789,19000,19,60,home_improvement,0.17,MN,OWN,4000,695,7,5246,2,10+ years,1
85290,24000,20,60,debt_consolidation,0.09,NJ,MORTGAGE,5833.33,685,9,23006,0,10+ years,1
63588,11500,11,36,debt_consolidation,0.23,FL,OWN,2833.33,700,8,17324,0,n/a,1
47887,12100,14,36,debt_consolidation,0.13,FL,RENT,5000,690,8,12026,0,4 years,1
28055,12000,18,60,debt_consolidation,0.23,TX,RENT,3916.67,675,8,8860,0,< 1 year,1
44231,12000,15,36,debt_consolidation,0.11,MA,MORTGAGE,4416.67,675,18,13194,2,3 years,1
88584,10000,20,36,other,0.28,MN,MORTGAGE,2916.67,665,14,11506,0,10+ years,1
61697,8875,15,36,debt_consolidation,0.3,NC,RENT,2291.67,680,11,11798,1,2 years,1
64440,10625,18,36,debt_consolidation,0.22,FL,OWN,2633.33,660,9,12156,0,< 1 year,1
3320,12000,14,36,credit_card,0.07,GA,MORTGAGE,3750,670,6,13018,3,1 year,1
95536,10000,17,36,debt_consolidation,0.29,FL,MORTGAGE,3500,660,11,9059,1,7 years,1
98428,12000,20,36,credit_card,0.29,IL,RENT,3980.33,660,12,19234,2,5 years,1
26457,14000,12,60,debt_consolidation,0.14,AR,MORTGAGE,4583.33,720,9,3539,0,3 years,1
43465,16000,18,60,debt_consolidation,0.12,MO,MORTGAGE,2666.67,705,12,18008,1,< 1 year,1
53930,10000,16,36,debt_consolidation,0.21,TX,RENT,5541.67,670,14,10443,1,9 years,1
92051,3625,16,36,small_business,0.22,NY,MORTGAGE,6666.67,720,12,3226,5,2 years,1
78391,8400,12,36,debt_consolidation,0.22,MA,RENT,3333.33,690,7,5500,0,4 years,1
1766,1600,15,36,major_purchase,0.14,FL,RENT,2000,665,5,9603,1,< 1 year,1
82223,3600,16,36,debt_consolidation,0.25,NY,OWN,3666.67,665,16,11927,3,10+ years,1
19226,14000,18,36,credit_card,0.09,DC,RENT,7916.67,680,3,13522,0,< 1 year,1
63697,15675,6,36,small_business,0.09,FL,MORTGAGE,4166.67,795,9,13020,1,7 years,1
2947,6000,12,36,other,0.19,NY,RENT,7250,725,6,42987,1,10+ years,1
91702,10000,9,36,home_improvement,0.11,GA,MORTGAGE,6666.67,695,15,14593,1,6 years,1
50924,29000,8,36,debt_consolidation,0.19,NY,MORTGAGE,9166.67,765,18,75212,1,< 1 year,1
35615,4800,12,36,debt_consolidation,0.18,UT,MORTGAGE,4500,670,9,30895,0,10+ years,1
6084,5000,9,36,educational,0.13,NY,OWN,4166.67,740,5,4676,0,3 years,1
3862,7000,13,36,debt_consolidation,0.07,NJ,MORTGAGE,5000,695,7,11391,1,5 years,1
49409,20000,16,60,debt_consolidation,0.24,MD,MORTGAGE,7416.67,705,11,14944,1,3 years,1
89809,9000,12,36,debt_consolidation,0.1,NY,RENT,11666.67,690,8,9490,1,< 1 year,1
33275,4400,12,36,small_business,0.19,CA,RENT,2000,715,9,2411,3,5 years,1
36803,3000,12,36,major_purchase,0.17,GA,RENT,3083.33,695,4,413,0,2 years,1
61587,6250,14,36,credit_card,0.2,FL,MORTGAGE,1750,675,10,7845,0,4 years,1
32249,14000,6,36,debt_consolidation,0.09,IL,MORTGAGE,8733.33,770,11,15108,0,6 years,1
39908,30000,14,36,debt_consolidation,0.09,TX,MORTGAGE,9166.67,715,10,28967,0,10+ years,1
33029,19600,12,60,debt_consolidation,0.23,AZ,RENT,4166.67,745,9,14783,2,< 1 year,1
7603,1600,13,36,debt_consolidation,0.19,WA,MORTGAGE,3459,670,9,6281,3,10+ years,1
57519,8000,14,36,major_purchase,0.18,CA,OWN,7500,670,13,5987,0,< 1 year,1
102277,2500,13,36,debt_consolidation,0.22,MI,MORTGAGE,3750,670,21,4744,9,7 years,1
64419,16075,16,36,debt_consolidation,0.18,KS,MORTGAGE,4125,695,7,15781,1,2 years,1
5651,4900,14,36,debt_consolidation,0.24,CT,RENT,2240,720,5,17998,1,1 year,1
27901,14400,12,36,debt_consolidation,0.13,KY,MORTGAGE,10408,710,9,34354,1,5 years,1
80404,7750,20,36,credit_card,0.09,CA,MORTGAGE,2000,660,3,5399,0,5 years,1
23537,4200,6,36,debt_consolidation,0.08,MD,MORTGAGE,6089.44,750,7,18861,2,8 years,1
22289,35000,13,60,home_improvement,0.24,WV,MORTGAGE,7083.33,785,19,30725,1,10+ years,1
48048,12800,12,36,debt_consolidation,0.22,CA,RENT,4750,695,16,14291,0,< 1 year,1
83570,8000,9,36,debt_consolidation,0.27,AZ,MORTGAGE,4416.67,720,15,6701,0,1 year,1
39692,25000,19,60,debt_consolidation,0.15,NV,MORTGAGE,5833.33,695,8,13785,0,10+ years,1
23911,5000,8,36,credit_card,0.17,NJ,MORTGAGE,6706.41,730,19,43734,1,8 years,1
11625,4000,11,36,debt_consolidation,0.04,MA,RENT,2666.67,720,4,3239,0,1 year,1
72919,2875,18,36,credit_card,0.14,AZ,RENT,1084,665,3,3824,0,n/a,1
23766,1800,16,36,small_business,0.04,AL,RENT,4246.67,660,2,0,0,9 years,1
34802,7200,13,36,debt_consolidation,0.15,CA,RENT,5000,725,4,17268,0,1 year,1
68503,6000,12,36,credit_card,0.08,PA,RENT,3333.33,680,6,8442,0,10+ years,1
44737,15000,8,36,car,0.21,NY,RENT,5416.67,745,14,9756,0,1 year,1
62824,10375,14,36,debt_consolidation,0.26,MD,RENT,2479.17,680,6,13411,0,5 years,1
97264,25000,16,60,debt_consolidation,0.24,CA,OWN,7750,700,10,20215,5,2 years,1
6143,7900,9,36,credit_card,0.15,CA,MORTGAGE,7583.33,810,14,3950,0,10+ years,1
59807,10000,15,36,debt_consolidation,0.15,CA,RENT,3750,680,18,13051,1,5 years,1
1888,6000,8,36,debt_consolidation,0.08,NY,RENT,5417,780,10,6047,1,10+ years,1
99967,7000,18,36,debt_consolidation,0.3,TX,RENT,4333.33,675,16,6922,1,4 years,1
6259,5500,15,36,other,0.2,SC,MORTGAGE,5116.67,665,11,14103,0,1 year,1
73978,7000,14,36,debt_consolidation,0.05,PA,RENT,3333.33,690,4,8889,1,2 years,1
65041,12000,7,36,major_purchase,0.01,CA,RENT,9666.67,750,5,4693,0,1 year,1
26914,10000,7,36,home_improvement,0.28,CA,MORTGAGE,2500,780,5,1230,2,1 year,1
22573,9800,15,60,credit_card,0.13,CA,MORTGAGE,2708.33,690,11,8111,0,3 years,1
93394,15000,13,36,credit_card,0.3,GA,RENT,4083.33,690,20,23565,4,10+ years,1
26312,12000,8,36,credit_card,0.05,CA,RENT,3500,725,16,6015,1,< 1 year,1
17242,19000,14,36,credit_card,0.14,CA,RENT,2964.67,705,9,11219,0,10+ years,1
43527,10000,13,36,small_business,0.19,AL,MORTGAGE,3333.33,690,9,14247,1,7 years,1
8698,14725,19,36,major_purchase,0.02,VA,OWN,18333.33,660,11,82265,2,1 year,1
75525,17500,14,36,debt_consolidation,0.35,NY,RENT,3750,690,6,18485,0,1 year,1
6712,10000,13,36,debt_consolidation,0.11,CA,RENT,7158.33,700,15,23152,0,6 years,1
22982,12000,10,36,debt_consolidation,0.17,CT,RENT,3916.67,705,10,7489,0,3 years,1
76797,32550,7,36,debt_consolidation,0.09,IL,MORTGAGE,9166.67,805,9,2670,0,10+ years,1
95522,17475,12,36,debt_consolidation,0.15,NC,MORTGAGE,4500,680,10,12588,0,10+ years,1
47097,7200,8,36,debt_consolidation,0.12,NJ,RENT,2333.33,725,7,6262,1,2 years,1
92717,7125,8,36,home_improvement,0.08,GA,OWN,2500,805,5,577,0,1 year,1
10176,20500,15,60,debt_consolidation,0.11,CA,RENT,2500,730,2,109,0,2 years,1
72251,18000,20,60,debt_consolidation,0.17,AL,RENT,10583.33,695,13,55691,0,5 years,1
47570,15000,18,36,debt_consolidation,0.22,NV,MORTGAGE,5078.75,665,19,13205,0,10+ years,1
20885,14000,10,60,debt_consolidation,0.09,MA,RENT,5833.33,785,4,961,0,5 years,1
3768,4800,12,36,wedding,0.09,CA,RENT,6250,695,10,21069,0,< 1 year,1
85464,8000,14,36,vacation,0.04,TX,RENT,6250,670,8,14607,0,1 year,1
45728,35000,18,60,debt_consolidation,0.21,GA,MORTGAGE,5666.67,725,8,22290,0,10+ years,1
6326,3600,8,36,major_purchase,0.01,CA,MORTGAGE,5666.67,735,6,2907,0,10+ years,1
14469,20000,11,36,debt_consolidation,0.09,NY,RENT,7500,715,11,8848,0,10+ years,1
58576,20000,22,60,debt_consolidation,0.24,VT,RENT,3666.67,660,9,9194,1,1 year,1
42148,10000,14,36,debt_consolidation,0.13,CA,RENT,7166.67,680,11,10309,1,< 1 year,1
38373,10000,10,36,credit_card,0.15,WA,RENT,5000,710,8,16908,0,10+ years,1
11626,4500,8,36,moving,0.14,CA,MORTGAGE,3000,765,10,387,0,< 1 year,1
42374,8000,8,36,credit_card,0.24,TX,MORTGAGE,7083.33,725,17,15497,1,1 year,1
54073,7425,10,36,debt_consolidation,0.07,NV,MORTGAGE,2500,705,6,5045,1,4 years,1
97524,12000,6,36,debt_consolidation,0.19,SC,MORTGAGE,13000,725,22,20197,0,5 years,1
43444,9000,15,36,debt_consolidation,0.24,AZ,RENT,4500,670,10,8533,1,10+ years,1
80167,28000,16,36,credit_card,0.2,NV,MORTGAGE,7083.33,710,12,38194,1,10+ years,1
47926,15575,14,36,major_purchase,0.18,TX,MORTGAGE,6250,710,18,5591,2,< 1 year,1
85685,10500,12,36,debt_consolidation,0.11,OR,RENT,6666.67,710,16,7738,1,7 years,1
102645,8500,17,36,debt_consolidation,0.15,IL,RENT,5000,680,9,0,9,10+ years,1
95322,3600,20,36,moving,0.11,TX,RENT,7000,665,7,6263,4,6 years,1
19133,12000,7,36,small_business,0.27,NC,RENT,6250,740,7,59089,0,2 years,1
6466,24250,12,36,major_purchase,0.05,CA,RENT,12000,755,10,2097,1,< 1 year,1
35596,20000,13,36,debt_consolidation,0.16,MN,RENT,6166.67,710,6,22739,2,< 1 year,1
62011,14000,12,36,house,0.08,TX,RENT,6883.33,695,7,9715,0,2 years,1
34411,10000,6,36,major_purchase,0.05,MD,MORTGAGE,13750,775,12,4357,0,10+ years,1
39996,8000,12,36,debt_consolidation,0.1,NY,RENT,3750,705,8,16212,2,6 years,1
19961,20000,18,60,credit_card,0.16,NV,MORTGAGE,5373.33,695,18,25058,0,3 years,1
60353,3500,12,36,debt_consolidation,0.11,TX,MORTGAGE,4333.33,675,9,9971,0,10+ years,1
34538,30000,21,60,debt_consolidation,0.16,VA,MORTGAGE,17917,695,14,86385,0,2 years,1
91639,12000,18,36,debt_consolidation,0.22,CA,RENT,4575.08,675,13,8048,2,< 1 year,1
41828,12250,19,60,debt_consolidation,0.23,TX,MORTGAGE,6550,660,15,22493,0,3 years,1
10721,9000,8,60,other,0.08,MN,MORTGAGE,4750,800,14,5348,0,10+ years,1
66064,31825,14,60,major_purchase,0.04,CA,MORTGAGE,6666.67,750,4,10864,0,4 years,1
36798,24000,19,60,debt_consolidation,0.23,NC,MORTGAGE,5416.67,680,12,13066,0,1 year,1
5906,12800,9,36,debt_consolidation,0,AZ,MORTGAGE,2833.33,815,7,306,0,4 years,1
24044,20000,14,60,debt_consolidation,0.21,MO,OWN,4167,745,8,11372,3,9 years,1
41244,15000,13,36,debt_consolidation,0.14,NY,RENT,3916.67,705,11,16355,1,7 years,1
19585,15000,14,36,small_business,0.08,OR,MORTGAGE,6666.67,690,8,1073,2,5 years,1
384,5000,14,36,car,0.23,MN,MORTGAGE,6000,660,17,29877,2,10+ years,1
74981,14000,14,36,house,0.15,MI,RENT,5416.67,690,6,4211,0,5 years,1
54428,21000,14,36,other,0.08,CA,RENT,7916.67,705,6,6524,1,1 year,1
19348,5000,7,36,debt_consolidation,0.18,MA,OWN,3333.33,725,8,5806,0,< 1 year,1
82882,5000,12,36,credit_card,0.2,RI,MORTGAGE,6250,675,19,33500,0,10+ years,1
91562,8000,11,36,credit_card,0.06,DE,MORTGAGE,4333.33,710,5,11822,2,10+ years,1
75837,10000,22,36,debt_consolidation,0.34,MD,MORTGAGE,6200,675,36,28850,1,3 years,1
26195,7000,7,36,debt_consolidation,0.14,CA,RENT,5166.67,775,6,0,1,10+ years,1
60761,11000,6,36,debt_consolidation,0.12,NC,MORTGAGE,5836.67,790,12,420,0,< 1 year,1
78382,28000,20,60,small_business,0.04,MI,RENT,8416.67,710,11,1327,0,5 years,1
9618,24000,11,36,home_improvement,0.19,GA,MORTGAGE,12500,740,11,45989,0,10+ years,1
82216,15000,9,36,debt_consolidation,0.14,CA,MORTGAGE,9583.33,735,10,13427,3,5 years,1
87554,24000,25,36,debt_consolidation,0.29,NH,MORTGAGE,10737.5,660,26,34602,2,10+ years,1
33095,5000,16,36,moving,0.14,NY,RENT,8166.67,660,7,7900,1,10+ years,1
26087,10000,11,36,debt_consolidation,0.1,NY,OWN,8333.33,730,5,35968,1,10+ years,1
49619,16000,19,36,debt_consolidation,0.24,MD,RENT,5653.67,660,12,16223,0,5 years,1
2164,10000,14,36,debt_consolidation,0.17,CO,OTHER,4583,680,16,18707,1,3 years,1
94183,8000,18,36,debt_consolidation,0.23,OH,OWN,5000,670,17,18248,1,10+ years,1
39492,10000,12,36,other,0.09,NY,RENT,2750,695,6,6621,0,3 years,1
15510,5000,6,36,major_purchase,0.16,NY,OWN,5416.67,760,11,4979,0,10+ years,1
45453,20000,23,60,credit_card,0.24,NV,MORTGAGE,5666.67,665,15,18451,0,7 years,1
103374,3700,8,36,other,0.1,CO,MORTGAGE,4985,720,6,11586,4,n/a,1
68176,15000,18,36,debt_consolidation,0.22,HI,RENT,3500,670,11,9868,0,7 years,1
18049,9700,14,36,debt_consolidation,0.1,CA,RENT,7333.33,665,9,14723,0,3 years,1
70427,8450,18,36,small_business,0.22,CA,OWN,2083.33,660,14,7352,2,3 years,1
80246,25000,20,60,debt_consolidation,0.09,NY,RENT,5833.33,690,7,14953,0,9 years,1
